order_id,customer_id,product_id,order_date,quantity,total_amount,order_status
52858,3141,2068,2023-10-20,2,484.18,Pending
52859,2537,2022,2024-03-04,4,1702.16,Completed
52860,2703,2066,2023-12-30,4,349.61,Pending
52861,1958,2104,2024-03-10,1,199.68,Completed
52862,1357,2133,2023-12-08,5,1898.04,Cancelled
52863,1138,2016,2023-08-16,4,1003.22,Shipped
52864,1684,2148,2023-07-27,1,394.11,Completed
52865,2371,2011,2024-05-23,4,1334.64,Cancelled
52866,2578,2006,2023-10-27,2,395.17,Pending
52867,1137,2087,2023-06-19,2,720.59,Pending
52868,2094,2109,2024-03-30,5,708.41,Completed
52869,2624,2124,2024-04-26,4,1365.16,Completed
52870,2658,2121,2024-05-24,1,285.3,Completed
52871,1750,2189,2023-09-02,4,879.59,Pending
52872,3354,2165,2023-10-22,1,316.8,Cancelled
52873,2852,2131,2024-04-27,5,1148.41,Completed
52874,3058,2195,2023-11-16,5,2044.8,Completed
52875,2587,2121,2023-09-14,5,1109.94,Completed
52876,1693,2179,2024-02-19,5,2187.59,Cancelled
52877,2973,2103,2023-06-13,3,1213.32,Shipped
52878,2322,2006,2024-05-09,3,888.68,Completed
52879,1484,2178,2024-01-20,1,149.62,Cancelled
52880,2731,2196,2024-05-24,1,,Pending
52881,2814,2008,2023-12-26,4,491.27,Completed
52882,1286,2103,2023-08-23,5,2335.96,Shipped
52883,1061,2122,2023-09-07,5,1505.72,Cancelled
52884,1329,2173,2024-03-17,5,2334.91,Pending
52885,1492,2144,2023-08-18,4,1434.61,Completed
52886,1956,2119,2023-07-17,4,1501.32,Completed
52887,3187,2109,2023-11-05,5,748.23,Pending
52888,3406,2075,2023-08-20,1,122.97,Shipped
52889,3423,2138,2024-05-17,2,973.85,Completed
52890,1973,2084,2023-11-02,5,1769.28,Completed
52891,2157,2092,2024-03-16,5,2448.69,Pending
52892,1110,2098,2024-04-02,2,110.33,Completed
52893,3207,2113,2023-09-06,1,199.74,Cancelled
52894,3173,2042,2023-10-18,2,583.34,Cancelled
52895,2139,2169,2023-10-04,1,356.25,Shipped
52896,1309,2120,2024-03-02,1,221.79,Cancelled
52897,1023,2099,2024-04-20,4,1912.31,Completed
52898,1909,2174,2023-07-29,3,1333.32,Cancelled
52899,3376,2194,2023-06-27,1,205.32,Completed
52900,3380,2186,2024-05-02,2,906.19,Shipped
52901,3094,2024,2023-11-16,1,119.86,Pending
52902,1190,2030,2024-01-30,1,470.03,Completed
52903,2689,2162,2023-10-31,1,236.98,Completed
52904,1834,2008,2024-02-18,5,199.68,Shipped
52905,1269,2117,2023-08-21,4,385.42,Completed
52906,3461,2107,2024-03-08,2,668.72,Completed
52907,2226,2135,2023-11-15,1,338.74,Completed
52908,2875,2038,2024-02-20,5,1691.96,Completed
52909,3315,2048,2024-04-24,4,1299.56,Completed
52910,1309,2108,2024-03-03,1,225.92,Cancelled
52911,1461,2185,2024-04-03,4,1731.3,Completed
52912,2935,2104,2023-12-18,2,64.78,Completed
52913,3173,2035,2023-06-09,2,643.66,Pending
52914,1233,2163,2023-08-29,4,469.77,Completed
52915,2150,2069,2023-09-20,3,1219.37,Pending
52916,1754,2165,2023-10-08,3,1497.61,Shipped
52917,2985,2002,2023-07-12,2,60.4,Shipped
52918,2210,2170,2024-05-02,2,333.34,Shipped
52919,2532,2056,2023-12-26,5,169.1,Completed
52920,1640,2058,2024-01-21,3,,Completed
52921,3259,2069,2024-03-18,4,869.63,Shipped
52922,1241,2064,2024-04-08,4,1333.15,Pending
52923,1004,2034,2023-10-29,2,406.66,Completed
52924,2263,2011,2023-11-28,3,391.79,Pending
52925,2048,2129,2023-07-11,5,2060.99,Completed
52926,2141,2174,2023-06-09,2,880.02,Shipped
52927,2115,2131,2024-03-06,2,162.91,Shipped
52928,3335,2116,2024-02-11,2,541.88,Completed
52929,2639,2106,2023-08-17,2,962.69,Completed
52930,2753,2010,2023-12-13,4,1632.91,Cancelled
52931,3167,2105,2023-10-24,5,300.01,Completed
52932,3382,2080,2024-03-17,4,1938.8,Shipped
52933,1714,2035,2023-06-26,3,340.04,Cancelled
52934,2585,2048,2023-08-24,4,1170.98,Completed
52935,1046,2099,2023-12-31,4,238.08,Pending
52936,3332,2150,2023-12-26,2,229.69,Completed
52937,2545,2157,2024-03-29,5,1686.1,Completed
52938,3409,2189,2024-04-04,5,713.88,Completed
52939,3265,2189,2024-01-31,4,1156.36,Pending
52940,3030,2116,2024-04-08,2,403.56,Pending
52941,1051,2078,2023-08-02,2,292.07,Completed
52942,1201,2134,2023-10-07,5,2056.11,Completed
52943,2341,2052,2024-04-04,5,1896.83,Cancelled
52944,1347,2040,2023-08-04,4,118.7,Completed
52945,1273,2075,2023-10-31,1,334.88,Shipped
52946,2911,2103,2023-08-15,5,1845.39,Completed
52947,2250,2190,2024-04-29,2,860.26,Completed
52948,3311,2019,2023-09-20,3,243.45,Completed
52949,3116,2148,2024-02-09,3,292.04,Shipped
52950,3227,2121,2023-08-07,1,305.93,Cancelled
52951,2781,2165,2023-11-15,4,664.53,Shipped
52952,1555,2076,2023-06-06,3,960.05,Shipped
52953,1620,2015,2024-02-21,2,271.86,Completed
52954,1127,2146,2024-02-04,4,913.4,Completed
52955,2070,2144,2024-04-13,4,337.69,Cancelled
52956,3234,2009,2024-04-28,3,648.27,Completed
52957,1018,2022,2024-01-29,3,425.56,Completed
52958,2838,2158,2023-12-27,4,290.96,Cancelled
52959,2764,2147,2023-11-18,4,390.58,Shipped
52960,2190,2002,2023-11-06,2,,Completed
52961,3011,2066,2023-08-01,2,352.09,Completed
52962,1796,2124,2024-05-04,5,874.9,Pending
52963,1398,2004,2023-06-27,4,1031.36,Completed
52964,1695,2019,2024-02-10,3,163.51,Pending
52965,1353,2194,2024-03-21,2,967.7,Completed
52966,2367,2160,2024-03-25,5,1840.3,Cancelled
52967,1813,2133,2024-02-03,2,249.47,Completed
52968,1778,2077,2023-09-03,3,1288.79,Completed
52969,2127,2115,2023-10-25,5,1571.22,Completed
52970,3021,2111,2023-06-14,4,1524.61,Cancelled
52971,2704,2033,2023-09-24,3,1480.68,Completed
52972,2927,2106,2023-11-12,1,394.26,Cancelled
52973,1293,2121,2024-04-18,1,489.29,Shipped
52974,3283,2200,2023-11-30,1,254.58,Completed
52975,1682,2138,2024-03-30,3,186.8,Completed
52976,2571,2050,2023-10-09,1,312.38,Completed
52977,3287,2091,2024-02-16,1,188.55,Cancelled
52978,1324,2187,2023-07-19,3,1350.66,Pending
52979,2068,2070,2024-04-13,4,1371.25,Completed
52980,3467,2171,2023-07-30,4,189.09,Pending
52981,2937,2001,2023-06-26,3,91.11,Completed
52982,1052,2184,2023-11-07,3,1347.22,Completed
52983,3211,2071,2023-06-10,2,624.0,Shipped
52984,3237,2039,2023-08-31,1,407.03,Completed
52985,1857,2151,2023-12-13,4,1561.0,Shipped
52986,1164,2062,2024-02-19,3,1379.36,Cancelled
52987,3272,2103,2024-05-16,3,970.39,Shipped
52988,1087,2169,2024-01-14,5,1408.65,Completed
52989,2605,2083,2023-08-20,5,1782.31,Completed
52990,2566,2073,2024-05-20,4,1447.66,Completed
52991,1835,2185,2023-09-30,3,1102.19,Completed
52992,1820,2015,2023-09-06,5,2465.45,Completed
52993,2080,2006,2024-02-13,5,2262.51,Pending
52994,2997,2011,2024-02-14,5,1451.17,Completed
52995,3444,2044,2023-06-22,1,309.76,Cancelled
52996,1380,2139,2024-05-20,3,1308.56,Completed
52997,1377,2052,2024-05-14,2,820.22,Pending
52998,1411,2025,2023-11-19,5,779.73,Completed
52999,3298,2013,2023-11-23,2,810.33,Completed
53000,1764,2169,2023-08-01,1,,Pending
53001,1133,2076,2024-01-19,2,189.4,Completed
53002,1926,2154,2024-01-27,1,251.12,Completed
53003,2489,2183,2023-10-21,3,759.35,Shipped
53004,1233,2137,2024-05-13,2,922.61,Completed
53005,1328,2114,2023-07-03,3,631.32,Completed
53006,3345,2087,2023-10-03,5,771.71,Pending
53007,2588,2105,2023-08-07,4,441.62,Completed
53008,3361,2097,2023-06-02,3,405.73,Completed
53009,1565,2192,2023-12-14,1,376.43,Completed
53010,1068,2034,2023-12-09,4,1644.61,Pending
53011,1025,2056,2023-12-16,5,1078.05,Completed
53012,1213,2101,2023-09-30,1,213.21,Completed
53013,2778,2003,2023-12-07,1,86.4,Cancelled
53014,1360,2166,2024-04-20,4,605.37,Completed
53015,3233,2151,2023-08-01,1,433.3,Cancelled
53016,1180,2152,2023-07-31,2,105.77,Shipped
53017,1972,2164,2023-06-15,2,396.59,Completed
53018,3492,2068,2023-11-21,2,704.13,Pending
53019,2520,2146,2024-01-26,5,995.84,Completed
53020,3354,2167,2023-09-04,4,179.15,Cancelled
53021,3185,2111,2023-06-23,2,869.89,Pending
53022,2429,2127,2023-10-30,3,442.35,Completed
53023,3419,2036,2023-06-23,3,482.31,Cancelled
53024,3478,2073,2024-05-21,3,1394.16,Completed
53025,3105,2024,2023-08-03,5,163.69,Cancelled
53026,1495,2184,2024-03-07,5,1049.56,Shipped
53027,2436,2136,2023-09-17,3,1338.0,Completed
53028,2353,2102,2023-12-25,2,873.61,Cancelled
53029,2520,2039,2023-08-03,4,1271.41,Completed
53030,2290,2180,2023-12-26,4,122.94,Pending
53031,1421,2108,2023-08-11,3,847.01,Completed
53032,2834,2003,2023-10-30,4,1741.02,Completed
53033,2727,2104,2023-06-09,2,236.9,Completed
53034,2500,2130,2023-12-04,1,58.73,Completed
53035,1018,2018,2024-01-12,2,695.42,Shipped
53036,1370,2109,2024-02-10,1,175.12,Completed
53037,2421,2135,2024-01-12,5,271.87,Completed
53038,1735,2066,2023-11-02,1,124.36,Cancelled
53039,2337,2079,2024-01-13,5,755.2,Shipped
53040,2538,2068,2023-12-05,2,,Completed
53041,2916,2150,2023-06-28,3,1104.82,Completed
53042,3346,2189,2023-07-11,5,1638.41,Cancelled
53043,2630,2112,2023-11-01,4,1203.4,Pending
53044,2353,2100,2023-08-03,5,683.25,Completed
53045,3488,2127,2023-10-14,5,1217.51,Cancelled
53046,1029,2096,2024-05-17,4,193.43,Completed
53047,1995,2191,2024-05-21,4,1710.37,Shipped
53048,1364,2139,2023-10-14,2,862.76,Shipped
53049,1411,2145,2023-09-04,2,74.26,Completed
53050,2772,2126,2023-10-02,2,230.17,Completed
53051,3473,2179,2024-02-01,2,796.83,Completed
53052,1862,2145,2023-12-25,3,444.18,Completed
53053,3297,2035,2023-11-12,2,774.93,Pending
53054,2885,2097,2024-04-12,5,1675.26,Completed
53055,1678,2113,2024-01-29,2,640.85,Shipped
53056,1654,2058,2024-02-29,3,1003.68,Completed
53057,1560,2062,2024-05-17,2,70.61,Completed
53058,2030,2177,2023-06-01,1,226.06,Completed
53059,1934,2195,2023-08-29,5,787.39,Completed
53060,1871,2077,2024-02-09,1,312.21,Cancelled
53061,1612,2156,2023-06-05,4,729.66,Completed
53062,1345,2085,2023-10-16,3,255.74,Pending
53063,1236,2114,2023-11-13,4,1179.95,Cancelled
53064,1285,2052,2024-03-09,2,168.1,Completed
53065,2612,2073,2023-10-04,2,689.76,Completed
53066,2772,2161,2023-08-17,2,518.12,Pending
53067,2913,2056,2023-09-13,1,221.73,Shipped
53068,3074,2180,2023-06-18,4,863.44,Completed
53069,2959,2008,2024-01-13,1,123.48,Completed
53070,1215,2061,2023-12-11,1,184.15,Completed
53071,1695,2160,2024-02-13,3,267.76,Completed
53072,1348,2187,2023-06-20,4,1603.06,Completed
53073,1220,2034,2024-02-09,3,101.37,Shipped
53074,2780,2122,2023-12-05,5,521.64,Pending
53075,2722,2036,2023-12-08,5,2324.26,Pending
53076,1655,2004,2023-06-21,2,721.26,Completed
53077,3083,2170,2023-11-30,4,1777.77,Completed
53078,2687,2187,2023-07-07,3,892.49,Completed
53079,2291,2153,2024-02-04,5,621.06,Cancelled
53080,1892,2151,2024-05-23,5,,Shipped
53081,3353,2139,2024-05-28,3,1275.01,Cancelled
53082,1317,2066,2024-04-02,5,1139.72,Cancelled
53083,2291,2081,2023-06-08,3,926.03,Shipped
53084,1851,2037,2023-12-31,4,663.54,Completed
53085,1540,2191,2023-09-22,5,735.99,Pending
53086,1416,2034,2023-07-22,2,732.67,Cancelled
53087,3186,2167,2023-07-09,1,181.53,Completed
53088,3304,2087,2023-09-25,3,98.2,Shipped
53089,1300,2047,2024-05-16,4,930.18,Shipped
53090,1670,2036,2023-09-07,5,2433.9,Shipped
53091,2246,2128,2023-11-01,2,835.38,Shipped
53092,1662,2088,2023-12-21,4,1518.39,Shipped
53093,3014,2017,2024-02-18,5,1375.09,Completed
53094,1840,2116,2024-02-25,5,1666.21,Completed
53095,2351,2169,2024-03-06,3,171.03,Cancelled
53096,1203,2099,2024-05-23,1,494.04,Completed
53097,2047,2148,2024-04-24,3,646.16,Pending
53098,3356,2154,2024-03-01,3,632.77,Shipped
53099,2330,2132,2024-01-06,4,1284.71,Cancelled
53100,2585,2050,2024-05-13,5,698.42,Completed
53101,2822,2040,2023-09-12,4,1627.57,Completed
53102,3225,2016,2024-03-20,2,446.32,Pending
53103,2642,2034,2023-06-04,1,223.88,Completed
53104,2306,2188,2024-01-17,5,1090.09,Completed
53105,2354,2128,2024-05-06,5,2374.18,Completed
53106,2343,2193,2023-12-01,4,768.92,Completed
53107,2044,2121,2024-01-07,3,83.15,Completed
53108,2583,2135,2024-01-15,3,817.45,Pending
53109,3175,2034,2023-10-28,1,194.77,Pending
53110,2568,2091,2023-10-09,3,226.78,Completed
53111,2052,2078,2023-10-12,1,390.67,Cancelled
53112,2935,2076,2023-06-03,2,811.59,Completed
53113,1826,2136,2023-12-26,5,2495.51,Completed
53114,3100,2199,2023-09-28,3,1244.33,Completed
53115,1261,2116,2023-06-11,2,437.8,Completed
53116,2222,2069,2023-08-18,2,537.06,Pending
53117,1249,2045,2023-06-24,3,1117.13,Cancelled
53118,3191,2058,2023-06-16,5,1970.04,Completed
53119,1284,2055,2023-10-16,5,153.78,Pending
53120,1272,2156,2024-01-30,5,,Cancelled
53121,2995,2035,2023-10-18,3,1485.8,Cancelled
53122,2101,2029,2023-09-16,3,629.67,Completed
53123,3158,2004,2023-10-31,3,1377.98,Pending
53124,1839,2091,2023-12-11,4,668.39,Cancelled
53125,1059,2147,2023-11-12,4,1316.42,Completed
53126,3348,2065,2024-05-12,1,446.93,Cancelled
53127,3247,2012,2023-08-11,4,102.07,Shipped
53128,2028,2070,2023-08-15,1,405.68,Completed
53129,2450,2136,2024-04-03,2,365.52,Completed
53130,1072,2120,2023-09-06,3,293.83,Completed
53131,1395,2145,2024-01-12,4,995.21,Cancelled
53132,2790,2118,2023-12-03,5,992.59,Completed
53133,2265,2018,2024-02-18,4,1501.85,Shipped
53134,3141,2185,2023-08-21,2,53.51,Cancelled
53135,1529,2156,2023-11-11,5,2200.26,Shipped
53136,3107,2071,2023-07-25,5,1123.18,Completed
53137,1901,2044,2024-01-06,1,374.99,Completed
53138,3248,2097,2024-04-14,3,311.19,Pending
53139,2969,2075,2024-02-20,2,143.72,Pending
53140,1789,2180,2023-06-02,4,865.42,Cancelled
53141,1876,2169,2024-04-24,1,201.48,Cancelled
53142,1370,2120,2024-03-03,5,480.26,Completed
53143,2563,2093,2023-11-22,5,866.97,Cancelled
53144,3248,2152,2023-06-12,4,1862.92,Completed
53145,1547,2118,2023-08-13,2,671.08,Completed
53146,2845,2160,2024-02-13,5,189.07,Completed
53147,1702,2059,2024-01-28,5,259.46,Shipped
53148,2755,2081,2023-10-18,5,1615.76,Pending
53149,1228,2172,2024-03-09,3,1229.14,Pending
53150,3380,2083,2024-05-26,3,175.61,Pending
53151,2724,2128,2023-11-08,3,363.6,Cancelled
53152,1318,2140,2024-03-03,5,1753.04,Pending
53153,1861,2119,2024-02-19,1,192.55,Completed
53154,2313,2127,2024-04-04,1,289.97,Completed
53155,2514,2131,2024-04-07,4,418.53,Cancelled
53156,1861,2130,2023-10-13,5,1340.35,Pending
53157,1842,2135,2023-06-12,2,961.51,Shipped
53158,2962,2103,2023-07-11,2,275.91,Pending
53159,1446,2047,2023-07-29,5,191.16,Completed
53160,1362,2141,2024-03-06,1,,Cancelled
53161,3212,2134,2024-04-25,4,1709.94,Completed
53162,3093,2197,2023-08-08,1,333.21,Pending
53163,1029,2103,2023-12-16,5,212.04,Completed
53164,1193,2117,2024-03-27,2,258.47,Completed
53165,3415,2143,2023-08-13,4,1151.23,Completed
53166,1918,2071,2024-05-27,5,1699.04,Pending
53167,2245,2156,2024-01-19,1,140.24,Completed
53168,1182,2108,2024-02-07,3,730.84,Cancelled
53169,2695,2133,2023-09-24,2,371.4,Shipped
53170,2828,2004,2024-02-05,4,548.64,Completed
53171,1700,2169,2023-09-20,1,178.38,Completed
53172,1175,2175,2023-11-10,4,1384.63,Completed
53173,2465,2033,2024-04-25,1,274.28,Cancelled
53174,3472,2173,2023-09-22,5,775.39,Completed
53175,2079,2012,2023-11-07,3,1474.14,Cancelled
53176,1858,2027,2023-07-10,3,166.05,Pending
53177,1211,2167,2024-05-25,1,382.46,Completed
53178,2322,2013,2023-09-10,4,1117.93,Pending
53179,1467,2084,2024-04-17,4,1656.36,Cancelled
53180,3465,2020,2023-06-20,5,1642.32,Pending
53181,2829,2138,2023-06-28,2,270.51,Completed
53182,2094,2092,2024-01-05,5,818.32,Pending
53183,2938,2148,2023-10-29,1,459.62,Completed
53184,2734,2186,2024-01-05,3,1235.53,Completed
53185,2770,2056,2023-08-08,5,883.33,Completed
53186,3043,2130,2024-05-04,2,875.17,Completed
53187,3386,2128,2023-12-05,4,1442.2,Completed
53188,3464,2181,2024-05-08,2,679.42,Completed
53189,1428,2131,2023-12-19,5,1963.31,Completed
53190,1155,2035,2024-03-16,1,182.43,Completed
53191,2247,2165,2023-08-23,2,265.31,Completed
53192,1371,2097,2023-12-08,1,286.25,Shipped
53193,2042,2138,2023-10-05,5,1153.04,Pending
53194,1099,2120,2023-09-15,3,490.58,Pending
53195,2929,2182,2023-10-09,4,435.7,Completed
53196,2415,2191,2024-04-19,5,972.25,Completed
53197,1338,2161,2024-02-05,3,1130.53,Cancelled
53198,1471,2109,2023-07-03,4,105.58,Completed
53199,1662,2043,2023-07-10,5,1702.96,Pending
53200,3313,2142,2023-07-07,3,,Completed
53201,1934,2196,2023-11-01,3,1026.4,Pending
53202,1240,2181,2024-03-29,3,1239.65,Completed
53203,2995,2116,2023-10-26,1,374.57,Completed
53204,3423,2185,2023-08-04,5,1087.04,Shipped
53205,1989,2052,2023-06-15,2,453.51,Shipped
53206,2425,2192,2023-06-16,5,1849.27,Cancelled
53207,2575,2182,2023-09-04,1,289.97,Completed
53208,2703,2097,2024-01-18,4,333.92,Shipped
53209,2547,2107,2023-12-29,4,1909.84,Completed
53210,1572,2081,2023-12-19,2,313.99,Completed
53211,1551,2033,2023-08-08,2,305.23,Cancelled
53212,3230,2011,2023-07-08,2,738.94,Pending
53213,3269,2057,2024-01-02,4,780.36,Shipped
53214,1067,2025,2024-01-29,4,1267.11,Completed
53215,1614,2163,2023-11-03,3,1235.31,Completed
53216,2124,2076,2023-06-14,5,514.99,Completed
53217,2436,2017,2024-01-21,3,1288.34,Completed
53218,2779,2079,2023-08-11,4,1645.76,Completed
53219,3252,2099,2023-10-05,4,1528.06,Pending
53220,1894,2018,2024-03-17,5,1982.95,Completed
53221,2563,2157,2024-04-20,3,582.32,Completed
53222,1749,2125,2024-05-16,4,813.7,Completed
53223,1380,2077,2024-04-07,1,37.5,Cancelled
53224,2325,2001,2023-08-31,3,564.17,Shipped
53225,1854,2070,2023-10-26,3,1321.88,Pending
53226,2971,2037,2023-09-01,5,2287.69,Completed
53227,3346,2001,2023-11-01,4,1534.55,Completed
53228,1271,2065,2023-12-02,3,613.61,Shipped
53229,1343,2096,2024-05-17,4,655.58,Completed
53230,1610,2092,2023-07-18,1,148.84,Cancelled
53231,2876,2135,2024-02-20,4,1220.33,Completed
53232,1876,2017,2023-08-08,1,162.52,Cancelled
53233,2320,2074,2023-10-03,4,1041.54,Pending
53234,2741,2025,2024-02-19,2,99.18,Cancelled
53235,2532,2129,2023-06-27,1,72.46,Shipped
53236,3196,2123,2023-10-03,1,173.21,Cancelled
53237,1346,2084,2023-07-18,1,143.83,Pending
53238,2972,2137,2023-12-29,2,649.74,Completed
53239,2991,2141,2023-07-10,5,1208.26,Completed
53240,2661,2162,2024-02-24,3,,Completed
53241,2355,2195,2024-01-19,1,218.11,Cancelled
53242,1010,2037,2024-01-06,5,1684.3,Completed
53243,1296,2096,2023-10-13,2,721.39,Completed
53244,1051,2104,2023-06-18,1,112.73,Completed
53245,1758,2129,2024-01-08,3,1466.95,Shipped
53246,2373,2179,2023-06-10,3,1379.61,Completed
53247,1689,2074,2023-07-19,1,162.41,Completed
53248,1112,2104,2023-12-27,4,169.67,Completed
53249,1309,2066,2023-11-11,5,1470.18,Completed
53250,1391,2103,2024-01-04,2,245.52,Shipped
53251,3128,2037,2023-08-05,2,860.24,Completed
53252,1154,2009,2023-11-11,2,875.61,Cancelled
53253,1535,2048,2024-05-06,2,94.83,Pending
53254,1573,2168,2023-06-15,1,481.42,Shipped
53255,1190,2020,2023-07-29,2,293.22,Completed
53256,1857,2058,2024-03-21,1,116.41,Shipped
53257,1714,2094,2023-09-01,5,1024.73,Completed
53258,1880,2041,2023-10-03,5,728.64,Pending
53259,2161,2086,2023-08-04,2,339.07,Cancelled
53260,2638,2077,2023-10-31,5,1176.46,Completed
53261,1710,2068,2024-03-25,5,1146.37,Completed
53262,2097,2045,2023-06-28,5,2383.04,Completed
53263,2792,2193,2024-01-19,4,1287.69,Completed
53264,2134,2170,2024-03-20,5,1637.82,Completed
53265,1727,2160,2024-01-28,2,388.4,Completed
53266,2371,2177,2023-08-30,4,1965.49,Pending
53267,2520,2086,2024-03-15,1,152.07,Pending
53268,1646,2095,2023-10-05,5,268.87,Pending
53269,2706,2077,2023-07-24,3,748.64,Completed
53270,1898,2064,2023-12-25,5,1782.68,Completed
53271,2182,2114,2023-10-17,4,925.17,Completed
53272,1956,2087,2023-09-15,5,1503.83,Shipped
53273,2671,2033,2024-04-20,5,1434.68,Completed
53274,2024,2040,2023-10-27,2,883.56,Shipped
53275,2591,2127,2024-03-30,2,332.92,Completed
53276,2945,2021,2023-08-20,4,1740.48,Shipped
53277,2714,2051,2024-04-16,5,2336.65,Completed
53278,2112,2055,2024-05-03,3,660.42,Completed
53279,3049,2192,2024-01-06,2,685.32,Completed
53280,2692,2026,2023-12-19,5,,Cancelled
53281,2927,2152,2024-04-23,2,635.12,Cancelled
53282,1317,2107,2023-07-20,3,1301.13,Shipped
53283,3049,2022,2023-07-22,4,1804.18,Cancelled
53284,1806,2178,2024-01-23,1,38.88,Completed
53285,3037,2054,2024-01-29,2,410.56,Pending
53286,1681,2199,2023-06-03,1,155.09,Cancelled
53287,2736,2124,2024-03-10,1,289.07,Completed
53288,2584,2188,2023-10-19,5,619.02,Completed
53289,1502,2074,2023-12-21,2,612.55,Completed
53290,2811,2102,2023-09-03,3,990.48,Completed
53291,3369,2163,2023-08-24,4,1700.65,Completed
53292,2411,2193,2023-12-25,2,921.3,Completed
53293,3449,2028,2024-01-22,2,760.65,Cancelled
53294,3412,2162,2023-11-01,1,127.23,Cancelled
53295,2075,2130,2024-05-06,1,496.9,Completed
53296,1744,2165,2023-12-29,4,1465.35,Cancelled
53297,2885,2023,2024-04-13,4,957.85,Shipped
53298,1105,2106,2024-05-15,5,657.47,Completed
53299,1904,2154,2023-07-27,1,74.82,Pending
53300,1441,2044,2023-11-27,5,190.41,Pending
53301,2012,2146,2024-04-04,3,1117.22,Completed
53302,1334,2050,2023-09-24,2,308.57,Completed
53303,1883,2122,2024-05-06,4,1683.14,Shipped
53304,1841,2176,2023-10-19,5,2012.09,Completed
53305,1187,2145,2024-03-06,3,201.27,Completed
53306,1292,2112,2024-02-08,5,639.21,Completed
53307,2029,2140,2023-07-17,1,215.22,Completed
53308,3369,2168,2024-05-29,5,1699.43,Completed
53309,1103,2013,2023-11-07,2,898.95,Completed
53310,1617,2136,2024-03-14,4,1721.11,Completed
53311,2656,2140,2023-06-17,1,441.18,Cancelled
53312,1163,2064,2023-10-28,2,165.89,Completed
53313,2057,2129,2023-11-16,3,863.76,Completed
53314,1246,2054,2023-11-11,2,120.95,Completed
53315,2959,2145,2024-05-09,1,255.69,Cancelled
53316,1409,2053,2024-03-05,4,211.65,Completed
53317,2969,2026,2024-05-25,1,400.59,Completed
53318,1833,2035,2024-05-27,1,301.91,Completed
53319,1067,2035,2023-11-03,4,1371.11,Completed
53320,1662,2134,2024-03-11,1,,Completed
53321,1543,2137,2024-01-22,3,526.89,Pending
53322,1308,2198,2024-04-07,2,971.27,Pending
53323,3090,2095,2024-02-07,4,659.67,Pending
53324,1769,2155,2023-07-07,2,576.4,Completed
53325,1154,2164,2024-02-11,3,950.9,Completed
53326,2553,2032,2024-03-22,3,316.28,Shipped
53327,1622,2031,2023-11-26,3,1324.69,Completed
53328,1973,2022,2023-11-19,2,364.92,Pending
53329,3445,2170,2024-01-08,2,419.11,Pending
53330,3245,2065,2023-11-24,3,313.29,Completed
53331,1719,2194,2024-05-01,4,1505.23,Completed
53332,1009,2036,2024-04-20,3,478.27,Shipped
53333,1267,2182,2024-01-25,5,1414.16,Shipped
53334,2131,2134,2024-02-25,3,681.93,Cancelled
53335,2157,2130,2024-03-18,5,649.65,Completed
53336,1126,2095,2023-07-25,5,2477.22,Shipped
53337,2396,2111,2024-01-18,3,1413.19,Pending
53338,1853,2094,2023-12-04,5,828.58,Completed
53339,1755,2115,2024-04-22,1,241.45,Pending
53340,2656,2035,2024-04-30,3,652.26,Completed
53341,2061,2098,2023-06-05,4,142.86,Completed
53342,1340,2076,2024-04-30,3,233.51,Completed
53343,1021,2097,2024-02-16,4,1736.18,Completed
53344,1166,2180,2024-02-18,4,1578.26,Completed
53345,1022,2001,2024-04-22,4,877.44,Cancelled
53346,1242,2173,2023-10-18,1,255.78,Cancelled
53347,1577,2002,2024-01-28,4,420.15,Cancelled
53348,1456,2032,2023-11-27,2,183.01,Completed
53349,3262,2038,2023-09-01,2,578.26,Completed
53350,1054,2138,2023-10-21,4,720.81,Completed
53351,3155,2050,2023-12-01,5,1528.76,Completed
53352,1131,2001,2023-10-18,1,43.53,Cancelled
53353,2098,2116,2024-04-05,1,133.38,Completed
53354,1473,2064,2023-11-25,1,417.37,Completed
53355,1796,2082,2024-01-13,2,206.5,Shipped
53356,3174,2152,2023-08-07,1,400.98,Pending
53357,2185,2031,2024-04-23,3,1438.02,Cancelled
53358,1168,2154,2024-01-24,5,695.63,Completed
53359,3214,2005,2023-07-08,1,450.1,Completed
53360,2179,2183,2023-11-16,2,,Cancelled
53361,2364,2195,2023-08-04,5,1932.26,Completed
53362,2076,2074,2024-01-27,5,1098.73,Pending
53363,2179,2188,2024-04-17,2,573.07,Completed
53364,1349,2165,2024-02-17,5,2325.05,Completed
53365,1093,2099,2023-09-22,3,784.25,Cancelled
53366,1103,2173,2023-09-25,4,1160.79,Completed
53367,1598,2025,2023-09-22,5,1847.79,Shipped
53368,2822,2065,2023-10-01,4,1232.9,Completed
53369,2307,2085,2024-03-09,3,1439.9,Pending
53370,2525,2152,2024-03-19,3,1069.47,Completed
53371,3232,2195,2023-10-21,2,597.12,Shipped
53372,1003,2108,2024-04-04,4,1176.23,Completed
53373,2221,2092,2023-08-18,5,1568.38,Cancelled
53374,2758,2004,2023-12-11,1,370.75,Pending
53375,2359,2108,2024-01-22,2,271.85,Completed
53376,2521,2114,2023-06-23,1,214.56,Completed
53377,2820,2107,2023-07-18,2,447.34,Cancelled
53378,1284,2077,2024-03-27,5,264.14,Completed
53379,1901,2163,2023-06-11,5,790.84,Pending
